validation_season,classifier_weight,poisson_weight,accuracy,macro_f1,log_loss,brier_score,ece,draw_recall,draw_prediction_rate,actual_draw_rate,mean_draw_probability
2021,0.45,0.55,0.5657894736842105,0.4252923135901859,0.9658675484962002,0.5723346304907557,0.059750630750074925,0.0,0.0,0.23157894736842105,0.21949160096773807
2021,0.5,0.5,0.5631578947368421,0.4231800371210559,0.9666944060859418,0.5727236404511323,0.04740836117245066,0.0,0.0,0.23157894736842105,0.2193113138469566
2021,0.55,0.44999999999999996,0.5605263157894737,0.4211955953948056,0.9676575904152024,0.5732085908974641,0.03689234372434358,0.0,0.0,0.23157894736842105,0.2191310267261751
2021,0.6000000000000001,0.3999999999999999,0.5578947368421052,0.41951732684301085,0.9687569935474597,0.573789481829751,0.03716185086034371,0.0,0.0,0.23157894736842105,0.2189507396053936
2021,0.65,0.35,0.55,0.4139050869956858,0.969992879598466,0.574466313247993,0.049806114602443954,0.0,0.0,0.23157894736842105,0.21877045248461213
2021,0.7000000000000001,0.29999999999999993,0.5473684210526316,0.4119249851337079,0.9713658803701611,0.5752390851521904,0.050718356368567155,0.0,0.0,0.23157894736842105,0.21859016536383064
2021,0.75,0.25,0.55,0.41400595998297146,0.9728769973092701,0.5761077975423426,0.032722512045698565,0.0,0.0,0.23157894736842105,0.21840987824304922
2021,0.8,0.19999999999999996,0.5447368421052632,0.4103327661183589,0.9745276096546054,0.5770724504184502,0.029423865687412648,0.0,0.0,0.23157894736842105,0.21822959112226775
2021,0.8500000000000001,0.1499999999999999,0.5473684210526316,0.4124944996205107,0.9763194889273582,0.5781330437805131,0.021824080818531953,0.0,0.0,0.23157894736842105,0.21804930400148625
2021,0.9,0.09999999999999998,0.5447368421052632,0.41067658738946217,0.9782548202116258,0.579289577628531,0.026456290162211942,0.0,0.0,0.23157894736842105,0.21786901688070473
2021,0.9500000000000001,0.04999999999999993,0.5394736842105263,0.4067791605769373,0.9803362309945212,0.5805420519625041,0.026918592475396626,0.0,0.0,0.23157894736842105,0.2176887297599233
2021,1.0,0.0,0.5342105263157895,0.4029555864659656,0.9825668287163783,0.5818904667824324,0.02672672723123657,0.0,0.0,0.23157894736842105,0.2175084426391418
2022,0.0,1.0,0.5368421052631579,0.3868190446971295,0.9738987289236137,0.57935299052614,0.01883558585385381,0.0,0.0,0.22894736842105262,0.22327584932055905
2022,0.05,0.95,0.5368421052631579,0.3868190446971295,0.9734963133178849,0.579105577422699,0.022369584594309377,0.0,0.0,0.22894736842105262,0.22373451482869677
2022,0.1,0.9,0.5394736842105263,0.38926465155973355,0.973136035193714,0.5788815154957396,0.017455008713463227,0.0,0.0,0.22894736842105262,0.22419318033683452
2022,0.15000000000000002,0.85,0.5421052631578948,0.3918430923771378,0.9728170694484376,0.5786808047452621,0.02298762680121841,0.0,0.0,0.22894736842105262,0.22465184584497225
